CD_TRATTAMENTO,CD_CONTRIBUTO_RITENUTA,DT_INIZIO_VALIDITA,ID_RIGA,SEGNO,CALCOLO_IMPONIBILE,DT_FINE_VALIDITA,UTCR,UTUV,PG_VER_REC
"T029PC","ADDREGRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029PC","INAIL","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029PC","INPS17F","2002-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029PC","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029PC","IRPEFSCA5","2002-01-01","004","-","-002P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T029PC","ADDCOM","2007-01-01","009","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T029PC","ADDPROV","2007-01-01","010","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T029PC","ADDREG","2007-01-01","011","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI38R215","2018-12-01","054","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T005M","CPDELCAM","2018-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005M","FONDOCRCPD","2018-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005M","IRAP","2018-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005M","ENPDEPCA","2018-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005M","CPDELCPM","2018-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005M","ENPDEPCP","2018-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005M","CPDELCPADM","2018-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T005M","IRPEFSCA","2018-01-01","008","-","-004P-005P-006P-007P","2050-12-31","SYSTEM","SYSTEM","1"
"T054SC","IRAP","2018-11-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T054SC","RAIRPEFAUT","2018-11-01","002","-","-025%","2050-12-31","SYSTEM","SYSTEM","1"
"T100","STI4Z945","2018-06-01","074","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T210","STI1A1A","2018-09-01","077","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STISDSD","2018-12-01","053","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T121SP","IVASP","2018-01-01","002","+","+001E","2200-12-31","SYSTEM","SYSTEM","1"
"T019SCSP","IVASP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T156SP","RIVALSA4CP","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R048SP","IVASP","2018-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R019SP","IVASP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T157SP","RIVALSA4","2017-07-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"R021SP","IVASP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"R121SP","IVASP","2018-01-01","002","+","+001E","2200-12-31","SYSTEM","SYSTEM","1"
"T021SP","IVASP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T019SP","IVASP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T142SP","IVASP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T170SP","RAIRPEF","2017-07-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T170SP","RIVALSAINP","2017-07-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T048SP","IVASP","2018-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T159SP","IVASP","2018-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T190SP","IVASP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T191SP","IVASP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T255SP","IVASP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T256SP","IVASP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T257SP","IVASP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T259SP","IVASP","2018-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T155SP","IVASP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T156SP","IVASP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T157SP","IVASP","2018-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T170SP","IVASP","2018-01-01","002","+","+001E","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI8Q00","2017-11-01","051","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T172SC","ADDCOMACC","2007-01-01","009","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T172SC","ADDCOMRAT","2004-01-01","008","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172SC","ADDPROVRAT","2004-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172SC","ADDREGRAT","2004-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172SC","BONUSDL66","2014-01-01","010","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T172SC","INAIL","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172SC","INPGIB2","2013-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172SC","INPGIB1","2013-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172SC","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T172SC","IRPEFSCA5","2002-01-01","005","-","-002P-003P-004P","2050-12-31","SYSTEM","SYSTEM","1"
"T135","STIWP984","2017-10-01","050","-","000","2200-12-31","SYSTEM","SYSTEM","1"
