CD_TRATTAMENTO,CD_CONTRIBUTO_RITENUTA,DT_INIZIO_VALIDITA,ID_RIGA,SEGNO,CALCOLO_IMPONIBILE,DT_FINE_VALIDITA,UTCR,UTUV,PG_VER_REC
"R134","INPS17F","2008-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R134C","IRPEFSTRA","2008-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R134C","INPS17F","2008-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R134C","IRAPCOM","2008-01-01","003","+","+002E","2200-12-31","SYSTEM","SYSTEM","1"
"R146","IRAP","2008-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"R146","RAIRPEF","2008-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R146","RIVALSAINP","2008-01-01","003","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"R048","RAIRPEF","2008-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T153","RIVALSA2","2008-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T153","IVA","2008-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T158SC","ADDCOM730","2008-01-01","007","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T158SC","ADDCOM730I","2008-01-01","008","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T158SC","ADDREG730I","2008-01-01","006","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T158SC","ADDREG730","2008-01-01","005","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T158SC","CRE730ACOM","2008-01-01","011","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T128C","RAIRPEF","2004-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T128C","INPS15E","2004-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T128C","IRAPCOM","2004-01-01","003","+","+002E","2200-12-31","SYSTEM","SYSTEM","1"
"T105S","IRAP","2004-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T131","IRAP","2004-01-01","002","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T131","ADDPROVRAT","2004-01-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T134C","IRPEFSTRA","2005-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T134C","IRAPCOM","2005-01-01","003","+","+002E","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI0803","2005-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T136S","INAIL","2005-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T136S","INPSB","2005-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T137","INAIL","2005-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T138","IRPEFSCA9","2005-01-01","003","-","-001P-002P","2200-12-31","SYSTEM","SYSTEM","1"
"T139","IRAP","2005-01-01","004","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T137C","INAIL","2005-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T137C","IRPEFSCA9","2005-01-01","003","-","-001P-002P","2200-12-31","SYSTEM","SYSTEM","1"
"T139C","INAIL","2005-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T139C","IRAPCOM","2005-01-01","004","+","+001E+002E","2200-12-31","SYSTEM","SYSTEM","1"
"T141","IRES4","2005-01-01","001","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T145","IRAP","2006-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T145","ENPDEPCP","2006-01-01","006","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T120C","ADDCOM","2006-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T120C","ADDPROV","2006-01-01","004","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"CONGC","ADDCOMRAT","2006-01-01","006","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T084","ADDPROVRAT","2005-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T084C","ADDCOMRAT","2005-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T149","INPSDIPCA","2006-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"T003","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003","INPSDIPCA","2002-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003","ENPDEPCA","2002-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003","INPSDIPCP","2002-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003","ENPDEPCP","2002-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003","IRPEFSCA","2002-01-01","007","-","-006P-005P-004P","2050-12-31","SYSTEM","SYSTEM","1"
"T003C","IRAPCOM","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003C","INPSDIPCA","2002-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003C","ENPDEPCA","2002-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003C","INPSDIPCP","2002-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003C","ENPDEPCP","2002-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T003C","IRPEFSCA","2002-01-01","007","-","-004P-005P-006P","2050-12-31","SYSTEM","SYSTEM","1"
"T004","FONDOFSCA","2002-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T004","ENPDEPCA","2002-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T004","FONDOFSCP","2002-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T004","ENPDEPCP","2002-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T004","IRPEFSCA","2002-01-01","006","-","-004P-005P","2050-12-31","SYSTEM","SYSTEM","1"
"T004","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T004C","FONDOFSCA","2002-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T004C","ENPDEPCA","2002-01-01","003","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T004C","FONDOFSCP","2002-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T004C","ENPDEPCP","2002-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T004C","IRPEFSCA","2002-01-01","006","-","-004P-005P","2050-12-31","SYSTEM","SYSTEM","1"
"T004C","IRAPCOM","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T016CSC","IRAPCOM","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T016CSC","RAIRPEF","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T017SC","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T017CSC","IRAPCOM","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T018SC","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T018SC","IRPEFSTRA","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T018CSC","IRAPCOM","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T018CSC","IRPEFSTRA","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T021","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T025","RAIRPEF","2002-01-01","004","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T027","INPSA","2002-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T027C","INAIL","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T028","IRPEFSCA5","2002-01-01","004","-","-002P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T028C","INPSA","2002-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029","INAIL","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029C","IRAPCOM","2002-01-01","004","+","+001E+002E","2050-12-31","SYSTEM","SYSTEM","1"
"T029C","IRPEFSCA5","2002-01-01","003","-","-001P-002P","2050-12-31","SYSTEM","SYSTEM","1"
"T032C","INAIL","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T038","INPSA","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T040","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T008","IRPEFSCA3","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T008","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T009","RIDUZ","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T009","IRAP","2002-01-01","002","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T009","IRPEFSCA3","2002-01-01","003","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T009C","RIDUZ","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T009C","IRAPCOM","2002-01-01","002","+","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T009C","IRPEFSCA3","2002-01-01","003","-","-001P","2050-12-31","SYSTEM","SYSTEM","1"
"T010","IRPEFSCA1","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T010","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T010C","IRPEFSCA1","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T010C","IRAPCOM","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T016SC","RAIRPEF","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T013","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T013","INPSB","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T013C","IRAPCOM","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T013C","INPSB","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T016C","IRAPCOM","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T016C","RAIRPEF","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T017","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T017C","IRAPCOM","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T018","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T018","IRPEFSTRA","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T018C","IRAPCOM","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T018C","IRPEFSTRA","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T019","RIVALSA2","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T019","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T019","RAIRPEF","2002-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T020","RIVALSA4","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T020","RIVALSA2","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T020","IVA","2002-01-01","003","+","+001E+002E","2050-12-31","SYSTEM","SYSTEM","1"
"T020","RAIRPEF","2002-01-01","004","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T021","RIVALSA4","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T021","RAIRPEF","2002-01-01","003","-","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T025","RIVALSA2","2002-01-01","002","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T025","IVA","2002-01-01","003","+","+001E+002E","2050-12-31","SYSTEM","SYSTEM","1"
"T025","RIVALSA4","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T027","INAIL","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T027","IRPEFSCA5","2002-01-01","004","-","-002P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T027","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T027C","INPSA","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T027C","IRPEFSCA5","2002-01-01","003","-","-001P-002P","2050-12-31","SYSTEM","SYSTEM","1"
"T027C","IRAPCOM","2002-01-01","004","+","+001E+002E","2050-12-31","SYSTEM","SYSTEM","1"
"T028","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T028C","INAIL","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T028C","IRPEFSCA5","2002-01-01","004","-","-002P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T028C","IRAPCOM","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029","INPSB","2002-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029","IRPEFSCA5","2002-01-01","004","-","-002P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T029C","INAIL","2002-01-01","001","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T029C","INPSB","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T028SC","INPSA","2002-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T028SC","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T028SC","IRPEFSCA5","2002-01-01","004","-","-002P-003P","2050-12-31","SYSTEM","SYSTEM","1"
"T119","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T119","IRPEFSCA3","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T119","ADDCOM","2002-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T119","ADDPROV","2002-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T119","ADDREG","2002-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T120","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T120","IRPEFSCA3","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T119C","IRAPCOM","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T119C","IRPEFSCA3","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T119C","ADDCOM","2002-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T119C","ADDPROV","2002-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T119C","ADDREG","2002-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T120C","IRAPCOM","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T120C","IRPEFSCA3","2002-01-01","002","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"CONG","ADDCOMRAT","2004-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"CONG","ADDREGRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"CONG","ADDPROVRAT","2004-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T002","ADDREGRAT","2004-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T002","ADDPROVRAT","2004-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T002","ADDCOMRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T009","ADDREGRAT","2004-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T009","ADDPROVRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T010","ADDCOMRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T010C","ADDREGRAT","2004-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T010C","ADDPROVRAT","2004-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T010C","ADDCOMRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T002C","ADDREGRAT","2004-01-01","003","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T002C","ADDPROVRAT","2004-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T002C","ADDCOMRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T009C","ADDREGRAT","2004-01-01","004","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T009C","ADDPROVRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T009C","ADDCOMRAT","2004-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T027","ADDREGRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T027C","ADDREGRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T027C","ADDPROVRAT","2004-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T027C","ADDCOMRAT","2004-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T028","ADDREGRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T028","ADDPROVRAT","2004-01-01","006","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T028","ADDCOMRAT","2004-01-01","007","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T028C","ADDREGRAT","2004-01-01","005","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","CRE730CEDS","2012-07-01","017","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","COSOLID730","2012-07-01","019","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T109","CRESOLI730","2012-07-01","020","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STISASA","2013-01-01","073","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T200SC","1049","2013-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP19","2002-01-01","019","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP20","2002-01-01","020","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STIIRAP21","2002-01-01","021","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STISTSS","2002-01-01","022","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI1001","2002-01-01","023","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380201","2002-01-01","024","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380202","2002-01-01","025","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380203","2002-01-01","026","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380204","2002-01-01","027","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380205","2002-01-01","028","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380206","2002-01-01","029","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380207","2002-01-01","030","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380208","2002-01-01","031","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380209","2002-01-01","032","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380210","2002-01-01","033","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380211","2002-01-01","034","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380212","2002-01-01","035","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380213","2002-01-01","036","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380214","2002-01-01","037","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380215","2002-01-01","038","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380216","2002-01-01","039","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380217","2002-01-01","040","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380218","2002-01-01","041","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380219","2002-01-01","042","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380220","2002-01-01","043","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI380221","2002-01-01","044","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"STIPRIT","STI3816","2002-01-01","045","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T162","INAIL","2006-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T162","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T162","INPSB","2006-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T162","IRPEFSCA5","2006-01-01","004","-","-080%-002P-003P","2200-12-31","SYSTEM","SYSTEM","1"
"T162","ADDCOMRAT","2006-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T162","ADDREGRAT","2006-01-01","006","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T162","ADDPROVRAT","2006-01-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T162","ADDCOMACC","2007-01-01","008","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T162","BONUSDL66","2014-01-01","009","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T163","IRAP","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T163","INAIL","2006-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T163","INPSB","2006-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T163","IRPEFSCA5","2006-01-01","004","-","-070%-002P-003P","2200-12-31","SYSTEM","SYSTEM","1"
"T163","ADDCOMRAT","2006-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T163","ADDREGRAT","2006-01-01","006","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T163","ADDPROVRAT","2006-01-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T163","ADDCOMACC","2007-01-01","008","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T163","BONUSDL66","2014-01-01","009","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"CONGL20","IRPEFSCA2","2006-01-01","001","-","-080%","2200-12-31","SYSTEM","SYSTEM","1"
"CONGL20","ADDREG","2006-01-01","002","-","-080%","2200-12-31","SYSTEM","SYSTEM","1"
"CONGL20","ADDPROV","2006-01-01","003","-","-080%","2200-12-31","SYSTEM","SYSTEM","1"
"CONGL20","ADDCOM","2006-01-01","004","-","-080%","2200-12-31","SYSTEM","SYSTEM","1"
"CONGL20","ADDREGRAT","2006-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"CONGL20","ADDCOMRAT","2006-01-01","006","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"CONGL20","ADDPROVRAT","2006-01-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"CONGL20","BONUSDL66","2014-01-01","008","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"CONGL30","IRPEFSCA2","2006-01-01","001","-","-070%","2200-12-31","SYSTEM","SYSTEM","1"
"CONGL30","ADDREG","2006-01-01","002","-","-070%","2200-12-31","SYSTEM","SYSTEM","1"
"CONGL30","ADDPROV","2006-01-01","003","-","-070%","2200-12-31","SYSTEM","SYSTEM","1"
"CONGL30","ADDCOM","2006-01-01","004","-","-070%","2200-12-31","SYSTEM","SYSTEM","1"
"CONGL30","ADDREGRAT","2006-01-01","005","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"CONGL30","ADDCOMRAT","2006-01-01","006","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"CONGL30","ADDPROVRAT","2006-01-01","007","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"CONGL30","BONUSDL66","2014-01-01","008","-","000","2019-12-31","SYSTEM","SYSTEM","1"
"T114","RECIRAP","2014-01-01","012","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T100","STI4Z62","2014-10-01","072","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T135","STIE404","2014-01-01","033","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STIC106","2014-01-01","034","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI4731","2014-01-01","035","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI4730","2014-01-01","036","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI380311","2014-01-01","037","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI3818","2014-01-01","038","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI3862","2014-01-01","039","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T135","STI1845","2014-01-01","040","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T100","STI4Z950","2015-01-01","073","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T142","RIVALSA4","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T142","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T159","IVA","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T190","RIVALSA2","2002-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T190","IVA","2002-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"R127SC","IRAP","2008-01-01","001","+","000","2200-12-31","SYSTEM","SYSTEM","1"
"R127SC","INPS10D","2008-01-01","002","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"R127SC","RAIRPEF","2008-01-01","003","-","000","2200-12-31","SYSTEM","SYSTEM","1"
"T191","IVA","2016-01-01","002","+","+001E","2050-12-31","SYSTEM","SYSTEM","1"
"T191","RIVALSA4CP","2016-01-01","001","+","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI3V42","2002-01-01","046","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI3W43","2002-01-01","032","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI41","2002-01-01","062","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4A49","2002-01-01","026","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4C52","2002-01-01","041","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4D53","2002-01-01","027","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4F54","2002-01-01","028","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4H56","2002-01-01","068","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4J58","2002-01-01","017","-","000","2050-12-31","SYSTEM","SYSTEM","1"
"T210","STI4L60","2002-01-01","018","-","000","2050-12-31","SYSTEM","SYSTEM","1"
