CD_TI_PASTO,TI_AREA_GEOGRAFICA,PG_NAZIONE,PG_RIF_INQUADRAMENTO,DT_INIZIO_VALIDITA,DT_FINE_VALIDITA,CD_DIVISA,LIMITE_MAX_PASTO,CD_AREA_ESTERA,UTCR,UTUV,PG_VER_REC
"PASTO_SINGOLO","I",1,60,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,61,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,61,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,63,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,63,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,64,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,64,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,65,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,65,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,75,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,75,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,80,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,80,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,38,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,84,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,84,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,85,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,85,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,92,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,92,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,93,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,93,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,74,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,74,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,81,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,81,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,86,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,69,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,69,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,70,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,70,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,82,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,82,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,83,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,83,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,86,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,87,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,87,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,88,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,88,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,89,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,89,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,90,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,90,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,91,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,91,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,71,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,71,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,94,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,94,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,62,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,39,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,40,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,40,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,41,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,42,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,42,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,43,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,44,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,44,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,45,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,45,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,46,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,46,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,47,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,47,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,47,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,47,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,48,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,48,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,48,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,48,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,49,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,49,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,49,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,49,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO_SEGUITO","I",1,8,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,9,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,10,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,11,"2002-01-01","2050-12-31","EURO","44.26","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,11,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,12,"2002-01-01","2050-12-31","EURO","22.26","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,13,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_AL_SEGUITO","I",1,14,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,27,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,30,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,32,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,34,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,36,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,38,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,39,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,41,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,43,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,55,"2003-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,55,"2003-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,56,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,56,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,57,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,57,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,58,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,58,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,59,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,59,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,67,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,67,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,66,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,66,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,72,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,72,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,79,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,79,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,73,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,73,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,62,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,76,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,76,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,77,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,77,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,78,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_SINGOLO","I",1,78,"2002-01-01","2050-12-31","EURO","30.55","*","SYSTEM","SYSTEM","1"
"GIORNALIERO","I",1,60,"2002-01-01","2050-12-31","EURO","61.1","*","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,59,"2010-05-31","2100-12-31","EURO","80","E","SYSTEM","SYSTEM","1"
"PASTO_GIORNALIERO","E",0,59,"2010-05-31","2100-12-31","EURO","85","F","SYSTEM","SYSTEM","1"
