"cd_nodo","ds_nodo","cd_accesso","business_process","pg_ordinamento","fl_terminale","livello","url_icona","cd_proprio_nodo","dacr","utcr","duva","utuv","pg_ver_rec","cd_nodo_padre","url_icona_open"
"0.PRV.VARBIL.TABR.CAUVBI.V","visualizzazione","PRVVARBILTABRCAUVBIV","CRUDCausaleVarBilancioBP","1","Y","5","NULL","V","2002-05-28T17:03:29.000","$$$$$MIGRAZIONE$$$$$","2002-08-19T16:39:08.000","$$$$$MIGRAZIONE$$$$$","3","0.PRV.VARBIL.TABR.CAUVBI","NULL"
"0.CFG.ANAGCF.SO","struttura CNR","NULL","NULL","1","N","3","NULL","SO","2002-08-19T16:39:08.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.CFG.ANAGCF","NULL"
"0.AMM.COMPEN.CORI","Liquidazione CORI","NULL","NULL","4","N","3","NULL","CORI","2002-06-11T15:15:30.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN","NULL"
"0.AMM.BONUS.M","gestione","AMMBONUSM","CRUDBonusBP","2","Y","3","NULL","M","2009-03-11T13:59:54.000","CED","2009-03-11T13:59:54.000","CED","1","0.AMM.BONUS","NULL"
"0.AMM.COMPEN.CORI.M","gestione","AMMCOMPENCORELICORIM","CRUDLiquidazioneCORIBP","2","Y","4","NULL","M","2002-06-11T15:16:24.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.COMPEN.CORI","NULL"
"0.AMM.COMPEN.CORI.V","visualizzazione","AMMCOMPENCORELICORIV","CRUDLiquidazioneCORIBP","1","Y","4","NULL","V","2002-06-11T15:16:47.000","$$$$$MIGRAZIONE$$$$$","2002-06-11T15:16:47.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.COMPEN.CORI","NULL"
"0.AMM.FATTUR.TABR.CNDCON","Condizione Consegna","NULL","NULL","14","N","4","NULL","CNDCON","2002-04-03T16:16:03.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.FATTUR.TABR","NULL"
"0.AMM.FATTUR.TABR.CNDCON.M","gestione","AMMFATTURTABRCNDCONM","CRUDCondizioneConsegnaBP","2","Y","5","NULL","M","2002-04-03T16:22:24.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.FATTUR.TABR.CNDCON","NULL"
"0.AMM.FATTUR.TABR.CNDCON.V","visualizzazione","AMMFATTURTABRCNDCONV","CRUDCondizioneConsegnaBP","1","Y","5","NULL","V","2002-04-03T16:22:58.000","$$$$$MIGRAZIONE$$$$$","2002-04-03T16:22:58.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FATTUR.TABR.CNDCON","NULL"
"0.AMM.FATTUR.TABR.MODTRA","Modalita Trasporto","NULL","NULL","13","N","4","NULL","MODTRA","2002-04-03T16:15:44.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.FATTUR.TABR","NULL"
"0.AMM.FATTUR.TABR.MODTRA.M","gestione","AMMFATTURTABRMODTRAM","CRUDModalitaTrasportoBP","2","Y","5","NULL","M","2002-04-03T16:21:06.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.FATTUR.TABR.MODTRA","NULL"
"0.AMM.FATTUR.TABR.MODTRA.V","visualizzazione","AMMFATTURTABRMODTRAV","CRUDModalitaTrasportoBP","1","Y","5","NULL","V","2002-04-03T16:21:33.000","$$$$$MIGRAZIONE$$$$$","2002-04-03T16:21:33.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FATTUR.TABR.MODTRA","NULL"
"0.AMM.FATTUR.TABR.NATTRA","Natura Transazione","NULL","NULL","10","N","4","NULL","NATTRA","2002-04-03T16:15:04.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","4","0.AMM.FATTUR.TABR","NULL"
"0.AMM.FATTUR.TABR.NATTRA.M","gestione","AMMFATTURTABRNATTRAM","CRUDNaturaTransazioneBP","2","Y","5","NULL","M","2002-04-03T16:18:20.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.FATTUR.TABR.NATTRA","NULL"
"0.AMM.FATTUR.TABR.NATTRA.V","visualizzazione","AMMFATTURTABRNATTRAV","CRUDNaturaTransazioneBP","1","Y","5","NULL","V","2002-04-03T16:17:28.000","$$$$$MIGRAZIONE$$$$$","2002-04-03T16:17:28.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FATTUR.TABR.NATTRA","NULL"
"0.AMM.FATTUR.TABR.NOMCOM","Nomenclatura Combinata","NULL","NULL","12","N","4","NULL","NOMCOM","2002-04-03T16:15:25.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.FATTUR.TABR","NULL"
"0.AMM.FATTUR.TABR.NOMCOM.M","gestione","AMMFATTURTABRNOMCOMM","CRUDNomenclaturaCombinataBP","2","Y","5","NULL","M","2002-04-03T16:19:57.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.FATTUR.TABR.NOMCOM","NULL"
"0.AMM.FATTUR.TABR.NOMCOM.V","visualizzazione","AMMFATTURTABRNOMCOMV","CRUDNomenclaturaCombinataBP","1","Y","5","NULL","V","2002-04-03T16:19:32.000","$$$$$MIGRAZIONE$$$$$","2002-04-03T16:19:32.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FATTUR.TABR.NOMCOM","NULL"
"0.AMM.MINCAR","Minicarriera","NULL","NULL","8","N","2","NULL","MINCAR","2002-06-24T16:03:25.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM","NULL"
"0.AMM.MINCAR.M","gestione","AMMMINCARCOREMINCARM","CRUDMinicarrieraBP","2","Y","3","NULL","M","2002-06-24T16:04:27.000","$$$$$MIGRAZIONE$$$$$","2002-06-24T16:04:27.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.MINCAR","NULL"
"0.AMM.MINCAR.V","visualizzazione","AMMMINCARCOREMINCARV","CRUDMinicarrieraBP","1","Y","3","NULL","V","2002-06-24T16:04:45.000","$$$$$MIGRAZIONE$$$$$","2002-06-24T16:04:45.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.MINCAR","NULL"
"0.AMM.MISSIO.ANTICI","Anticipo","NULL","NULL","4","N","3","NULL","ANTICI","2002-05-21T12:09:16.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.MISSIO","NULL"
"0.AMM.MISSIO.ANTICI.M","gestione","AMMMISSIOCOREANTICIM","CRUDAnticipoBP","2","Y","4","NULL","M","2002-05-21T12:10:38.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.AMM.MISSIO.ANTICI","NULL"
"0.AMM.MISSIO.ANTICI.V","visualizzazione","AMMMISSIOCOREANTICIV","CRUDAnticipoBP","1","Y","4","NULL","V","2002-05-21T12:11:00.000","$$$$$MIGRAZIONE$$$$$","2002-05-21T12:11:00.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.MISSIO.ANTICI","NULL"
"0.COANCOEP","Registrazione Economico-Analitica","NULL","NULL","6","N","1","NULL","COANCOEP","2002-03-28T11:51:38.000","$$$$$MIGRAZIONE$$$$$","2002-03-28T11:51:38.000","$$$$$MIGRAZIONE$$$$$","1","0","NULL"
"0.COANCOEP.CNASSC","Tabelle di Riferimento","NULL","NULL","2","N","2","NULL","CNASSC","2002-03-28T11:54:24.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.COANCOEP","NULL"
"0.COANCOEP.CNASSC.ASSANC","Associazione Anagrafica Conto","NULL","NULL","1","N","3","NULL","ASSANC","2002-03-28T11:54:50.000","$$$$$MIGRAZIONE$$$$$","2002-03-28T11:54:50.000","$$$$$MIGRAZIONE$$$$$","1","0.COANCOEP.CNASSC","NULL"
"0.COANCOEP.CNASSC.ASSANC.M","gestione","AMMCOEPCNASSCASSANCM","CRUDAssAnagContoBP","2","Y","4","NULL","M","2002-03-28T11:55:51.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.COANCOEP.CNASSC.ASSANC","NULL"
"0.COANCOEP.CNASSC.ASSANC.V","visualizzazione","AMMCOEPCNASSCASSANCV","CRUDAssAnagContoBP","1","Y","4","NULL","V","2002-03-28T11:55:28.000","$$$$$MIGRAZIONE$$$$$","2002-03-28T11:55:28.000","$$$$$MIGRAZIONE$$$$$","1","0.COANCOEP.CNASSC.ASSANC","NULL"
"0.COANCOEP.COAN","Registrazione Analitica","NULL","NULL","3","N","2","NULL","COAN","2002-05-20T15:54:02.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.COANCOEP","NULL"
"0.COANCOEP.COAN.MASCOG","Mastri Contabili","NULL","NULL","2","N","3","NULL","MASCOG","2002-05-20T16:16:08.000","$$$$$MIGRAZIONE$$$$$","2002-05-20T16:16:08.000","$$$$$MIGRAZIONE$$$$$","1","0.COANCOEP.COAN","NULL"
"0.COANCOEP.COAN.MASCOG.V","visualizzazione","AMMCOANCPCOREMASCOGV","RicercaMastriCoanBP","1","Y","4","NULL","V","2002-05-20T16:19:06.000","$$$$$MIGRAZIONE$$$$$","2002-05-20T16:19:06.000","$$$$$MIGRAZIONE$$$$$","1","0.COANCOEP.COAN.MASCOG","NULL"
"0.CFG.PDCFIN.STMSPE","stampa PdC fin spese","CFGPDCFINCORESTMSPEM","StampaPdcFinSpeseBP","9","Y","3","NULL","STMSPE","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN","NULL"
"0.CFG.PDCFIN.STMENT","stampa PdC fin entrate","CFGPDCFINCORESTMENTM","StampaPdcFinEntrateBP","10","Y","3","NULL","STMENT","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCFIN","NULL"
"0.CFG.PDCECP.STMECO","stampa PdC economico","CFGPDCECPCORESTMECOM","StampaPdcEconomicoBP","3","Y","3","NULL","STMECO","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","1","0.CFG.PDCECP","NULL"
"0.AMM.MINCAR.LIQUMC","liquidazione rate minicarriera","NULL","NULL","3","N","3","NULL","LIQUMC","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.MINCAR","NULL"
"0.AMM.MINCAR.LIQUMC.M","gestione","AMMMINCARCORELIQUMCM","CRUDLiquidazioneRateMinicarrieraBP_old","1","Y","4","NULL","M","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.MINCAR.LIQUMC","NULL"
"0.DOC.OBBLIG.ANNTRO","ann. spesa su p. giro tronca","NULL","NULL","62","N","3","NULL","ANNTRO","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.OBBLIG","NULL"
"0.DOC.OBBLIG.ANNTRO.V","visualizzazione","DOCOBBLIGCOREANNTROV","CRUDImpegnoPGiroTroncoBP","1","Y","4","NULL","V","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.OBBLIG.ANNTRO","NULL"
"0.DOC.OBBLIG.ANNTRO.M","gestione","DOCOBBLIGCOREANNTROM","CRUDImpegnoPGiroTroncoBP","2","Y","4","NULL","M","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.OBBLIG.ANNTRO","NULL"
"0.SERV.GESFES","Gestione file esterni","NULL","NULL","8","N","2","NULL","GESFES","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","2003-10-13T16:32:49.000","$$$$$MIGRAZIONE$$$$$","1","0.SERV","NULL"
"0.DOC.ACCERT.ANNTRO","ann. entrata su p. giro tronca","NULL","NULL","4","N","3","NULL","ANNTRO","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.ACCERT","NULL"
"0.DOC.ACCERT.ANNTRO.V","visualizzazione","DOCACCERTCOREANNTROV","CRUDAccertamentoPGiroTroncoBP","1","Y","4","NULL","V","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.ACCERT.ANNTRO","NULL"
"0.DOC.ACCERT.ANNTRO.M","gestione","DOCACCERTCOREANNTROM","CRUDAccertamentoPGiroTroncoBP","2","Y","4","NULL","M","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-05T17:21:24.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.ACCERT.ANNTRO","NULL"
"0.IVA.RIEENT.PRVENT","riepilogativi provvisori IVA ente","NULL","NULL","1","N","3","NULL","PRVENT","2003-02-11T14:25:50.000","$$$$$MIGRAZIONE$$$$$","2003-02-11T14:25:50.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.RIEENT","NULL"
"0.IVA.RIEENT.PRVENT.M","gestione","AMMRIEENTCOREPRVENTM","RiepilogativiIvaCentroProvvisorioBP","1","Y","4","NULL","M","2003-02-11T14:25:50.000","$$$$$MIGRAZIONE$$$$$","2003-02-11T14:25:50.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.RIEENT.PRVENT","NULL"
"0.IVA.RIEENT.DEFENT","riepilogativi definitivi IVA ente","NULL","NULL","2","N","3","NULL","DEFENT","2003-02-11T14:25:50.000","$$$$$MIGRAZIONE$$$$$","2003-02-11T14:25:50.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.RIEENT","NULL"
"0.IVA.RIEENT.DEFENT.M","gestione","AMMRIEENTCOREDEFENTM","RiepilogativiIvaCentroDefinitivoBP","1","Y","4","NULL","M","2003-02-11T14:25:50.000","$$$$$MIGRAZIONE$$$$$","2003-02-11T14:25:50.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.RIEENT.DEFENT","NULL"
"0.DOC.OBBLIG.STAMPE","stampe","NULL","NULL","102","N","3","NULL","STAMPE","2003-02-19T17:33:25.000","$$$$$MIGRAZIONE$$$$$","2003-02-19T17:33:25.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.OBBLIG","NULL"
"0.DOC.OBBLIG.STAMPE.STROBB","registro impegni","DOCOBBLIGCORESTROBBM","StampaRegistroObbligazioniBP","1","Y","4","NULL","STROBB","2003-02-19T17:33:25.000","$$$$$MIGRAZIONE$$$$$","2003-02-19T17:33:25.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.OBBLIG.STAMPE","NULL"
"0.DOC.OBBLIG.STAMPE.STSCAD","scadenzario impegni","DOCOBBLIGCORESTSCADM","StampaScadenzarioObbligazioniBP","2","Y","4","NULL","STSCAD","2003-02-19T17:33:25.000","$$$$$MIGRAZIONE$$$$$","2003-02-19T17:33:25.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.OBBLIG.STAMPE","NULL"
"0.IVA.LIQIVA.LIQMAS","Liquidazione massiva","NULL","NULL","3","N","3","NULL","LIQMAS","2003-02-28T17:28:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-28T17:28:24.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.LIQIVA","NULL"
"0.IVA.LIQIVA.LIQMAS.M","gestione","AMMLIQIVACORELIQMASM","LiquidazioneMassaIvaBP","1","Y","4","NULL","M","2003-02-28T17:28:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-28T17:28:24.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.LIQIVA.LIQMAS","NULL"
"0.IVA.RIESDF.ESDIFP","riepilogativi provvisori","NULL","NULL","1","N","3","NULL","ESDIFP","2003-02-28T17:28:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-28T17:28:24.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.RIESDF","NULL"
"0.IVA.RIESDF.ESDIFD","riepilogativi definitivi","NULL","NULL","2","N","3","NULL","ESDIFD","2003-02-28T17:28:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-28T17:28:24.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.RIESDF","NULL"
"0.IVA.RIESDF.ESDIFP.M","gestione","AMMRIEIVACOREESDIFPM","RiepilogoIvaEsigibilitaDifferitaProvvisoriaBP","1","Y","4","NULL","M","2003-02-28T17:28:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-28T17:28:24.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.RIESDF.ESDIFP","NULL"
"0.IVA.RIESDF.ESDIFD.M","gestione","AMMRIEIVACOREESDIFDM","RiepilogoIvaEsigibilitaDifferitaDefinitivaBP","1","Y","4","NULL","M","2003-02-28T17:28:24.000","$$$$$MIGRAZIONE$$$$$","2003-02-28T17:28:24.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.RIESDF.ESDIFD","NULL"
"0.AMM.MISSIO.STAMPE","stampe","NULL","NULL","5","N","3","NULL","STAMPE","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.MISSIO","NULL"
"0.DOC.MANDAT.STAMPE","stampe","NULL","NULL","80","N","3","NULL","STAMPE","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.MANDAT","NULL"
"0.DOC.REVERS.STAMPE","stampe","NULL","NULL","4","N","3","NULL","STAMPE","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.REVERS","NULL"
"0.AMM.MISSIO.STAMPE.STVPGM","stampa","AMMMISSIOCORESTVPGMM","StampaVpgMissioneBP","1","Y","4","NULL","STVPGM","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.MISSIO.STAMPE","NULL"
"0.DOC.MANDAT.STAMPE.STMASM","stampa mandati","DOCMANDATCORESTMASMM","StampaVpgMandatoBP","3","Y","4","NULL","STMASM","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.MANDAT.STAMPE","NULL"
"0.DOC.REVERS.STAMPE.STMASR","stampa reversali","DOCMANDATCORESTMASRM","StampaVpgReversaleBP","2","Y","4","NULL","STMASR","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.REVERS.STAMPE","NULL"
"0.AMM.FDECON.STAMPE","stampe","NULL","NULL","4","N","3","NULL","STAMPE","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FDECON","NULL"
"0.AMM.FDECON.STAMPE.STVPGF","stampa fondo economale","AMMFDECONCORESTVPGFM","StampaVpgFondoEconomaleBP","1","Y","4","NULL","STVPGF","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.FDECON.STAMPE","NULL"
"0.AMM.DOCGEN.STAMPE","stampe","NULL","NULL","3","N","3","NULL","STAMPE","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.DOCGEN","NULL"
"0.AMM.DOCGEN.STAMPE.STVPGG","stampa documenti generici","AMMDOCGENDOCSSTVPGGM","StampaVpgDocGenericoBP","1","Y","4","NULL","STVPGG","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.DOCGEN.STAMPE","NULL"
"0.AMM.MINCAR.STAMPE","stampe","NULL","NULL","4","N","3","NULL","STAMPE","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.MINCAR","NULL"
"0.AMM.MINCAR.STAMPE.STPCOM","stampa partitario compensi","AMMMINCARCORESTPCOMM","StampaPartitarioCompensiBP","1","Y","4","NULL","STPCOM","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.MINCAR.STAMPE","NULL"
"0.DOC.MANDAT.STAMPE.STMMAN","giornale mandati","DOCMANDATCORESTMMANM","StampaGiornaleMandatiBP","1","Y","4","NULL","STMMAN","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.MANDAT.STAMPE","NULL"
"0.DOC.MANDAT.STAMPE.SAVPAG","stampa avviso pagamento mandato","DOCMANDATCORESAVPAGM","StampaAvvisoPagamentoMandatoBP","4","Y","4","NULL","SAVPAG","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.MANDAT.STAMPE","NULL"
"0.IVA.LIQIVA.CHIMEN","Chiusura mensile IVA","NULL","NULL","4","N","3","NULL","CHIMEN","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.LIQIVA","NULL"
"0.IVA.LIQIVA.CHIMEN.M","gestione","AMMLIQIVACORECHIMENM","VisualizzaLiquidazioneDefinitivaIvaBP","1","Y","4","NULL","M","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.IVA.LIQIVA.CHIMEN","NULL"
"0.DOC.ACCERT.STAMPE","stampe","NULL","NULL","6","N","3","NULL","STAMPE","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.ACCERT","NULL"
"0.DOC.ACCERT.STAMPE.STRACC","registro accertamenti","DOCACCERTCORESTRACCM","StampaRegistroAccertamentiBP","1","Y","4","NULL","STRACC","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.ACCERT.STAMPE","NULL"
"0.DOC.REVERS.STAMPE.STGREV","giornale reversali","DOCREVERSCORESTGREVM","StampaGiornaleReversaliBP","1","Y","4","NULL","STGREV","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","2003-04-10T18:22:16.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.REVERS.STAMPE","NULL"
"0.DOC.SNGCNT.STSNGC","stampa","DOCSNGCNTCORESTSNGCM","RicercaSingoloContoBP","1","Y","3","NULL","STSNGC","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.SNGCNT","NULL"
"0.AMM.COMPEN.STAMPE.CRTPRV","stampa  certificazione a rit. previd.","AMMCOMPENCORECRTPRVM","StampaCertificazioneRitenutaPrevidenzialeBP","2","Y","4","NULL","CRTPRV","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.COMPEN.STAMPE","NULL"
"0.AMM.COMPEN.STAMPE.CRTACC","stampa  certificazione a rit. d'acconto","AMMCOMPENCORECRTACCM","StampaCertificazioneRitenutaAccontoBP","3","Y","4","NULL","CRTACC","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.COMPEN.STAMPE","NULL"
"0.AMM.COMPEN.STAMPE.CRTIMP","stampa  certificazione a titolo d'imposta","AMMCOMPENCORECRTIMPM","StampaCertificazioneTitoloImpostaBP","4","Y","4","NULL","CRTIMP","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.COMPEN.STAMPE","NULL"
"0.AMM.COMPEN.ESTR","estrazioni fiscali","NULL","NULL","6","N","3","NULL","ESTR","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.COMPEN","NULL"
"0.AMM.COMPEN.ESTR.ELACUD","elaborazione CUD","AMMCOMPENESTRELACUDM","EstrazioneCUDBP","1","Y","4","NULL","ELACUD","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","2004-02-18T16:56:25.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.COMPEN.ESTR","NULL"
"0.DOC.OBBLIG.STAMPE.OBBRIP","stampa impegni riportabili","DOCOBBLIGCOREOBBRIPM","StampaObbligazioniRiportabiliBP","6","Y","4","NULL","OBBRIP","2004-02-18T17:42:39.000","$$$$$MIGRAZIONE$$$$$","2004-02-18T17:42:39.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.OBBLIG.STAMPE","NULL"
"0.DOC.INTCAS.SOSCDS.STAMPE.SOSASS","stampa sospesi da assegnare","DOCINTCASCORESOSASSM","StampaSospesiDaAssegnareBP","4","Y","5","NULL","SOSASS","2004-02-18T17:42:39.000","$$$$$MIGRAZIONE$$$$$","2004-02-18T17:42:39.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.INTCAS.SOSCDS.STAMPE","NULL"
"0.AMM.COMPEN.ESTR.ELINPS","elaborazione INPS","AMMCOMPENESTRELINPSM","EstrazioneINPSBP","2","Y","4","NULL","ELINPS","2004-03-23T17:03:32.000","$$$$$MIGRAZIONE$$$$$","2004-03-23T17:03:32.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.COMPEN.ESTR","NULL"
"0.AMM.INVENT.STAMPE","stampe","NULL","NULL","5","N","3","NULL","STAMPE","2004-04-14T17:05:17.000","$$$$$MIGRAZIONE$$$$$","2004-04-14T17:05:17.000","$$$$$MIGRAZIONE$$$$$","1","0.AMM.INVENT","NULL"
