"cd_nodo","ds_nodo","cd_accesso","business_process","pg_ordinamento","fl_terminale","livello","url_icona","cd_proprio_nodo","dacr","utcr","duva","utuv","pg_ver_rec","cd_nodo_padre","url_icona_open"
"0.DOC.CON.REV.CUPREV","Reversali Cup","DOCCONREVCUPREV","ConsCupReversaliBP","40","Y","4","NULL","CUPREV","2013-03-15T14:33:09.000","CED_RP","2013-03-15T14:33:09.000","CED_RP","1","0.DOC.CON.REV","NULL"
"0.AMM.CONS.INVENT.INVRIC","Consultazione Inventario Ricognizione","AMMINVCONSINVRIC","ConsInventarioRicBP","17","Y","4","NULL","CONSINVRIC","2014-03-13T16:02:17.000","CED_RP","2014-03-13T16:02:17.000","CED_RP","1","0.AMM.CONS.INVENT","NULL"
"0.DOC.CON.CONF.ENTSPETOT","Consultazione Confronto Entrate-Spese","DOCCONTCONFTOT","ConsConfrontoEntSpeTotBP","20","Y","4","NULL","ENTSPETOT","2014-04-14T14:22:36.000","CED_RP","2014-04-14T14:22:36.000","CED_RP","1","0.DOC.CON.CONF","NULL"
"0.CNS.PDGING.SITANA.USCRESESVOC","Stampa uscite in c/residui per esercizio/voce","CNSPDGINGURESESVOC","StampaUsciteResiduiXEsercizioVoceBP","10","Y","5","NULL","USCRESESVOC","2014-04-15T11:41:10.000","CED_RP","2014-04-15T11:41:10.000","CED_RP","1","0.CNS.PDGING.SITANA","NULL"
"0.AMM.FATTUR.FATATT.FATELE.V","Visualizzazione Documenti","AMMDOCFATTELETTV","DocumentiAmministrativiFatturazioneElettronicaBP","1","Y","5","NULL","V","2014-06-24T14:19:08.000","$$$$$SYSTEM$$$$$","2014-06-24T14:19:08.000","$$$$$SYSTEM$$$$$","1","0.AMM.FATTUR.FATATT.FATELE","NULL"
"0.AMM.FATTUR.FATPAS.E","registro unico delle fatture","AMMFATTURDOCSFATPASE","ElaboraNumUnicoFatturaPBP","3","Y","4","NULL","E","2014-08-05T00:00:00.000","CED_RP","2014-08-05T00:00:00.000","CED_RP","1","0.AMM.FATTUR.FATPAS","NULL"
"0.AMM.FATTUR.FATPAS.ELE","fatturazione elettronica","AMMFATTURDOCELEPASS","CRUDFatturaPassivaElettronicaBP","10","Y","2","NULL","M","2015-03-30T14:23:29.000","CED","2015-03-30T14:23:29.000","CED","1","0.AMM.FATTUR.FATPAS","NULL"
"0.DOC.INTCAS.DSTCAS.F","gestione flusso","DOCINTCASCOREDISCASF","CRUDDistintaCassiereFBP","3","Y","4","NULL","F","2013-12-18T15:12:59.000","CED_RP","2013-12-18T15:12:59.000","CED_RP","2","0.DOC.INTCAS.DSTCAS","NULL"
"0.AMM.FATTUR.FATPAS.ELEADM","Carica fattura elettronica","AMMFATTURDOCELEADMIN","CaricaFatturaElettronicaBP","20","Y","2","NULL","M","2015-03-30T14:23:29.000","CED","2015-03-30T14:23:29.000","CED","1","0.AMM.FATTUR.FATPAS","NULL"
"0.AMM.FATTUR.FATPAS.ELE.V","visualizzazione fatturazione elettronica","AMMFATTURDOCELEPASSV","CRUDFatturaPassivaElettronicaBP","30","Y","2","NULL","V","2015-07-03T08:35:40.000","CED","2015-07-03T08:35:40.000","CED","1","0.AMM.FATTUR.FATPAS","NULL"
"0.CFG.PDCFIN.VOCETR","Voce di Entrata","NULL","NULL","1","N","3","NULL","VOCETR","2015-10-30T00:00:00.000","SYSTEM","2015-10-30T00:00:00.000","SYSTEM","1","0.CFG.PDCFIN","NULL"
"0.CFG.PDCFIN.VOCSPE","Voce di Spesa","NULL","NULL","4","N","3","NULL","VOCSPE","2015-10-30T00:00:00.000","SYSTEM","2015-10-30T00:00:00.000","SYSTEM","1","0.CFG.PDCFIN","NULL"
"0.CFG.PDCFIN.VOCETR.V","visualizzazione","CFGPDCFINCOREVOCETRV","CRUDConfigPdcCNREntrateCapitoloBP","1","Y","4","NULL","V","2015-10-30T00:00:00.000","SYSTEM","2015-10-30T00:00:00.000","SYSTEM","1","0.CFG.PDCFIN.VOCETR","NULL"
"0.CFG.PDCFIN.VOCETR.M","gestione","CFGPDCFINCOREVOCETRM","CRUDConfigPdcCNREntrateCapitoloBP","2","Y","4","NULL","M","2015-10-30T00:00:00.000","SYSTEM","2015-10-30T00:00:00.000","SYSTEM","1","0.CFG.PDCFIN.VOCETR","NULL"
"0.CFG.PDCFIN.VOCSPE.V","visualizzazione","CFGPDCFINCOREVOCSPEV","CRUDConfigPdcCDSSpeseBP","1","Y","4","NULL","V","2015-10-30T00:00:00.000","SYSTEM","2015-10-30T00:00:00.000","SYSTEM","1","0.CFG.PDCFIN.VOCSPE","NULL"
"0.CFG.PDCFIN.VOCSPE.M","gestione","CFGPDCFINCOREVOCSPEM","CRUDConfigPdcCDSSpeseBP","2","Y","4","NULL","M","2015-10-30T00:00:00.000","SYSTEM","2015-10-30T00:00:00.000","SYSTEM","1","0.CFG.PDCFIN.VOCSPE","NULL"
"0.CFG.LINATT.TABRIF","tabelle di riferimento","NULL","NULL","999","N","3","NULL","TABRIF","2015-10-30T00:00:00.000","SYSTEM","2015-10-30T00:00:00.000","SYSTEM","1","0.CFG.LINATT","NULL"
"0.CFG.LINATT.TABRIF.PROGRA","Programmi","NULL","NULL","1","N","4","NULL","PROGRA","2015-10-30T00:00:00.000","SYSTEM","2015-10-30T00:00:00.000","SYSTEM","1","0.CFG.LINATT.TABRIF","NULL"
"0.CFG.LINATT.TABRIF.PROGRA.V","visualizzazione","CFGLINATTTABPROGRAV","CRUDPdgProgrammaBP","1","Y","5","NULL","V","2015-10-30T00:00:00.000","SYSTEM","2015-10-30T00:00:00.000","SYSTEM","1","0.CFG.LINATT.TABRIF.PROGRA","NULL"
"0.CFG.LINATT.TABRIF.PROGRA.M","gestione","CFGLINATTTABPROGRAM","CRUDPdgProgrammaBP","2","Y","5","NULL","M","2015-10-30T00:00:00.000","SYSTEM","2015-10-30T00:00:00.000","SYSTEM","1","0.CFG.LINATT.TABRIF.PROGRA","NULL"
"0.CFG.LINATT.TABRIF.MISSIO","Missioni","NULL","NULL","2","N","4","NULL","MISSIO","2015-10-30T00:00:00.000","SYSTEM","2015-10-30T00:00:00.000","SYSTEM","1","0.CFG.LINATT.TABRIF","NULL"
"0.CFG.LINATT.TABRIF.MISSIO.V","visualizzazione","CFGLINATTTABMISSIOV","CRUDPdgMissioneBP","1","Y","5","NULL","V","2015-10-30T00:00:00.000","SYSTEM","2015-10-30T00:00:00.000","SYSTEM","1","0.CFG.LINATT.TABRIF.MISSIO","NULL"
"0.CFG.LINATT.TABRIF.MISSIO.M","gestione","CFGLINATTTABMISSIOM","CRUDPdgMissioneBP","2","Y","5","NULL","M","2015-10-30T00:00:00.000","SYSTEM","2015-10-30T00:00:00.000","SYSTEM","1","0.CFG.LINATT.TABRIF.MISSIO","NULL"
"0.DOC.INTCAS.FIRMAMANREV","Firma digitale Mandati/Reversali","DOCINTCASFIRMAMANRE","FirmaDigitaleMandatiBP","5","Y","2","NULL","FIRMAMANREV","2016-01-08T15:02:42.000","ADMIN","2016-01-08T15:02:42.000","ADMIN","1","0.DOC.INTCAS","NULL"
"0.DOC.INTCAS.FIRMAD1210","Firma digitale Documenti 1210","DOCINTCASFIRMAD1210","FirmaDigitaleDOC1210BP","7","Y","2","NULL","FIRMAD1210","2016-01-08T15:02:42.000","ADMIN","2016-01-08T15:02:42.000","ADMIN","1","0.DOC.INTCAS","NULL"
"0.CFG.FIRMATARI","Abilitazioni alla Firma","NULL","NULL","117","N","3","NULL","FIRMATARI","2016-01-08T00:00:00.000","S.I.","2016-01-08T00:00:00.000","S.I.","1","0.CFG","NULL"
"0.CFG.FIRMATARI.M","gestione","CFGGESTUTENZEFIRMM","CRUDUtenteFirmaBP","10","Y","5","NULL","M","2016-01-08T00:00:00.000","S.I.","2016-01-08T00:00:00.000","S.I.","1","0.CFG.FIRMATARI","NULL"
"0.CFG.FIRMATARI.V","visualizzazione","CFGGESTUTENZEFIRMV","CRUDUtenteFirmaBP","20","Y","5","NULL","M","2016-01-08T00:00:00.000","S.I.","2016-01-08T00:00:00.000","S.I.","1","0.CFG.FIRMATARI","NULL"
"0.DOC.INTCAS.DISTINTA1210","Distinta 1210","NULL","NULL","15","N","3","NULL","DISTINTA1210","2016-01-08T00:00:00.000","S.I.","2016-01-08T00:00:00.000","S.I.","1","0.DOC.INTCAS","NULL"
"0.DOC.INTCAS.DISTINTA1210.M","gestione","DOCINTCAS1210DISCASM","CRUDDistintaCassiere1210BP","10","Y","5","NULL","M","2016-01-08T00:00:00.000","S.I.","2016-01-08T00:00:00.000","S.I.","1","0.DOC.INTCAS.DISTINTA1210","NULL"
"0.DOC.INTCAS.DISTINTA1210.V","visualizzazione","DOCINTCAS1210DISCASV","CRUDDistintaCassiere1210BP","20","Y","5","NULL","M","2016-01-08T00:00:00.000","S.I.","2016-01-08T00:00:00.000","S.I.","1","0.DOC.INTCAS.DISTINTA1210","NULL"
"0.DOC.INTCAS.DSTCAS.S","gestione distinta sepa/boest","DOCINTCASCOREDISCASS","CRUDDistintaCassiereSBP","4","Y","4","NULL","S","2016-01-05T14:34:37.000","CED_RP","2016-01-05T14:34:49.000","CED_RP","2","0.DOC.INTCAS.DSTCAS","NULL"
"0.DOC.INTCAS.CONS.DIST","Distinte","DOCINTCASCONSDIST","ConsDistinteTotBP","11","Y","4","NULL","DIST","2016-03-01T16:25:29.000","CED_RP","2016-03-01T16:25:29.000","CED_RP","1","0.DOC.INTCAS.CONS","NULL"
"0.AMM.CONS.DOCAMM","Documenti amministrativi","NULL","NULL","50","N","3","NULL","DOCAMM","2016-11-17T19:08:32.000","CED_RP","2016-11-17T19:08:32.000","CED_RP","1","0.AMM.CONS","NULL"
"0.AMM.CONS.DOCAMM.ATTIVI","Doc. Attivi da Riscontrare","AMMCONSDOCAMMATTIVI","ConsDocammAttiviBP","1","Y","4","NULL","ATTIVI","2016-11-17T19:08:32.000","CED_RP","2016-11-17T19:08:32.000","CED_RP","1","0.AMM.CONS.DOCAMM","NULL"
"0.CNS.RNDFIN.NEWDG","stampa rendiconto finanziario","CNSRNDFINCOREDECGESM","StampaPdgRendicontoBP","4","Y","4","NULL","NEWDG","2017-03-06T10:44:08.000","$$$$$SYSTEM$$$$$","2017-03-06T10:44:08.000","$$$$$SYSTEM$$$$$","1","0.CNS.RNDFIN","NULL"
"0.DOC.INTCAS.DSTCAS.A","gestione distinta annulli","DOCINTCASCOREDISCASA","CRUDDistintaCassiereABP","5","Y","4","NULL","A","2016-11-28T00:00:00.000","CED_RP","2016-11-28T00:00:00.000","CED_RP","1","0.DOC.INTCAS.DSTCAS","NULL"
"0.AMM.CONS.DOCAMM.ANAGMR","Doc. Amministrativi","AMMCONSDOCAMMANAGMR","ConsDocammAnagFitBP","2","Y","4","NULL","ANAGMR","2016-11-28T19:08:19.000","CED_RP","2016-11-28T19:08:19.000","CED_RP","2","0.AMM.CONS.DOCAMM","NULL"
"0.CFG.PROGETTI.LIV1","Area Progettuale","NULL","NULL","2","N","3","NULL","LIV1","2017-03-28T12:50:35.000","$$$$$SYSTEM$$$$$","2017-03-28T12:50:35.000","$$$$$SYSTEM$$$$$","1","0.CFG.PROGETTI","NULL"
"0.CFG.PROGETTI.LIV1.V","visualizzazione","CFGPROGERCOREPROGERV","TestataProgettiRicercaNuovoBP","1","Y","4","NULL","V","2017-03-28T12:50:37.000","$$$$$SYSTEM$$$$$","2017-03-28T12:50:37.000","$$$$$SYSTEM$$$$$","1","0.CFG.PROGETTI.LIV1","NULL"
"0.CFG.PROGETTI.LIV1.G","gestione","CFGPROGERCOREPROGERM","TestataProgettiRicercaNuovoBP","2","Y","4","NULL","M","2017-03-28T12:50:40.000","$$$$$SYSTEM$$$$$","2017-03-28T12:50:40.000","$$$$$SYSTEM$$$$$","1","0.CFG.PROGETTI.LIV1","NULL"
"0.CFG.PROGETTI.LIV2","Progetti","NULL","NULL","3","N","3","NULL","LIV2","2017-03-28T12:50:42.000","$$$$$SYSTEM$$$$$","2017-03-28T12:50:42.000","$$$$$SYSTEM$$$$$","1","0.CFG.PROGETTI","NULL"
"0.DOC.CON.WORKPCK.CONSULTGAESTOSPE","Storico GAE di spesa ","CONSULTGAESTOSPE","ConsStoGaeObbBP","11","Y","4","NULL","CONSULTGAESTOSPE","2013-09-09T00:00:00.000","CED_RP","2013-09-09T00:00:00.000","CED_RP","1","0.DOC.CON.WORKPCK","NULL"
"0.CFG.PROGETTI.LIV2.V","visualizzazione","CFGPROGERCOREPROGERS","TestataProgettiRicercaBP","1","Y","4","NULL","V","2017-03-28T12:50:44.000","$$$$$SYSTEM$$$$$","2017-03-28T12:50:44.000","$$$$$SYSTEM$$$$$","1","0.CFG.PROGETTI.LIV2","NULL"
"0.CFG.PROGETTI.LIV2.M","gestione","CFGPROGERCOREPROGERT","TestataProgettiRicercaBP","2","Y","4","NULL","M","2017-03-28T12:50:47.000","$$$$$SYSTEM$$$$$","2017-03-28T12:50:47.000","$$$$$SYSTEM$$$$$","1","0.CFG.PROGETTI.LIV2","NULL"
"0.ORD.TABR.CAUSSPESA.V","visualizzazione","ORDTABRCAUSSPESAV","CRUDCausaleSpesaOrdBP","1","Y","4","NULL","V","2017-04-27T15:30:03.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:03.000","$$$$$SYSTEM$$$$$","1","0.ORD.TABR.CAUSSPESA","NULL"
"0.ORD.TABR.NOTAPREC","nota precodificata","NULL","NULL","1","N","3","NULL","NOTAPREC","2017-04-27T15:30:03.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:03.000","$$$$$SYSTEM$$$$$","1","0.ORD.TABR","NULL"
"0.ORD.TABR.NOTAPREC.M","gestione","ORDTABRNOTAPRECM","CRUDNotaPrecodificataBP","1","Y","4","NULL","M","2017-04-27T15:30:03.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:03.000","$$$$$SYSTEM$$$$$","1","0.ORD.TABR.NOTAPREC","NULL"
"0.ORD.TABR.NOTAPREC.V","visualizzazione","ORDTABRNOTAPRECV","CRUDNotaPrecodificataBP","1","Y","4","NULL","V","2017-04-27T15:30:03.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:03.000","$$$$$SYSTEM$$$$$","1","0.ORD.TABR.NOTAPREC","NULL"
"0.ORD.TABR.CAUSAANN","causale annullamento","NULL","NULL","1","N","3","NULL","CAUSAANN","2017-04-27T15:30:03.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:03.000","$$$$$SYSTEM$$$$$","1","0.ORD.TABR","NULL"
"0.ORD.TABR.CAUSAANN.M","gestione","ORDTABRCAUSAANNM","CRUDCausaleAnnOrdBP","1","Y","4","NULL","M","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.ORD.TABR.CAUSAANN","NULL"
"0.ORD.TABR.CAUSAANN.V","visualizzazione","ORDTABRCAUSAANNV","CRUDCausaleAnnOrdBP","1","Y","4","NULL","V","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.ORD.TABR.CAUSAANN","NULL"
"0.MAG.TABR.MAGAZZINO","magazzino","NULL","NULL","1","N","3","NULL","MAGAZZINO","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.MAG.TABR","NULL"
"0.MAG.TABR.MAGAZZINO.M","gestione","MAGTABRMAGAZZINOM","CRUDMagazzinoBP","1","Y","4","NULL","M","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.MAG.TABR.MAGAZZINO","NULL"
"0.MAG.TABR.MAGAZZINO.V","visualizzazione","MAGTABRMAGAZZINOV","CRUDMagazzinoBP","1","Y","4","NULL","V","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.MAG.TABR.MAGAZZINO","NULL"
"0.MAG.TABR.MAGAZZINO.ABILBENESERV","abilitazione bene servizio","NULL","NULL","1","N","4","NULL","ABILBENESERV","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.MAG.TABR.MAGAZZINO","NULL"
"0.PRV.CON.VARIAZIONI.CONSVARCOMPRES","Variazioni Competenza/Residuo","CONSVARCOMPRES","ConsVarCompResBP","60","Y","4","NULL","CONSVARCOMPRES","2014-05-08T09:44:50.000","AMMINISTRATORE","2014-05-08T09:44:50.000","AMMINISTRATORE","1","0.PRV.CON.VARIAZIONI","NULL"
"0.AMM.FATTUR.FATATT.FATELE","fatturazione elettronica","NULL","NULL","7","N","4","NULL","FATELE","2014-06-10T13:10:39.000","$$$$$SYSTEM$$$$$","2014-06-10T13:10:39.000","$$$$$SYSTEM$$$$$","1","0.AMM.FATTUR.FATATT","NULL"
"0.AMM.FATTUR.FATATT.FATELE.M","Gestione Documenti","AMMDOCFATTELETTVM","DocumentiAmministrativiFatturazioneElettronicaBP","1","Y","5","NULL","M","2014-06-10T13:10:41.000","$$$$$SYSTEM$$$$$","2014-06-10T13:10:41.000","$$$$$SYSTEM$$$$$","1","0.AMM.FATTUR.FATATT.FATELE","NULL"
"0.CFG.PDCFIN.ASSC.PF0070","associazione voce vecchia - voce nuova","NULL","NULL","9","N","4","NULL","PF0070","2015-12-14T00:00:00.000","SYSTEM","2015-12-14T00:00:00.000","SYSTEM","1","0.CFG.PDCFIN.ASSC","NULL"
"0.CFG.PDCFIN.ASSC.PF0070.M","gestione","CFGPDCFINASSCPF0070M","CRUDConfigAssEvoldEvnewBP","2","Y","5","NULL","M","2015-12-14T00:00:00.000","SYSTEM","2015-12-14T00:00:00.000","SYSTEM","1","0.CFG.PDCFIN.ASSC.PF0070","NULL"
"0.CFG.PDCFIN.ASSC.PF0070.V","visualizzazione","CFGPDCFINASSCPF0070V","CRUDConfigAssEvoldEvnewBP","1","Y","5","NULL","V","2015-12-14T00:00:00.000","SYSTEM","2015-12-14T00:00:00.000","SYSTEM","1","0.CFG.PDCFIN.ASSC.PF0070","NULL"
"0.PRV.PDGMODAGG.STAMPE","stampe","NULL","NULL","110","N","3","NULL","STAMPE","2016-11-07T11:26:10.000","$$$$$SYSTEM$$$$$","2016-11-07T11:26:10.000","$$$$$SYSTEM$$$$$","1","0.PRV.PDGMODAGG","NULL"
"0.PRV.PDGMODAGG.STAMPE.BILANCIO","stampa bilancio","PRVPDGSTPBILANCIO","StampaPdgPBilancioBP","1","Y","4","NULL","BILANCIO","2016-11-07T11:26:14.000","$$$$$SYSTEM$$$$$","2016-11-07T11:26:14.000","$$$$$SYSTEM$$$$$","1","0.PRV.PDGMODAGG.STAMPE","NULL"
"0.MAG.TABR.MAGAZZINO.ABILBENESERV.M","gestione","MAGTABRMAGABIBENSERM","CRUDAbilMagBeneServBP","1","Y","5","NULL","M","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.MAG.TABR.MAGAZZINO.ABILBENESERV","NULL"
"0.ORD.RICH","Richieste","NULL","NULL","1","N","2","NULL","RICH","2017-05-12T12:40:44.000","$$$$$SYSTEM$$$$$","2017-05-12T12:40:44.000","$$$$$SYSTEM$$$$$","1","0.ORD","NULL"
"0.ORD.RICH.M","gestione","ORDRICHM","CRUDRichiestaUopBP","1","Y","3","NULL","M","2017-05-12T12:40:44.000","$$$$$SYSTEM$$$$$","2017-05-12T12:40:44.000","$$$$$SYSTEM$$$$$","1","0.ORD.RICH","NULL"
"0.ORD.RICH.V","visualizzazione","ORDRICHV","CRUDRichiestaUopBP","1","Y","3","NULL","V","2017-05-12T12:40:44.000","$$$$$SYSTEM$$$$$","2017-05-12T12:40:44.000","$$$$$SYSTEM$$$$$","1","0.ORD.RICH","NULL"
"0.ORD.RICH.A","validazione","ORDAPPRICHV","CRUDApprovaRichiestaUopBP","1","Y","3","NULL","A","2017-05-31T13:00:11.000","$$$$$SYSTEM$$$$$","2017-05-31T13:00:11.000","$$$$$SYSTEM$$$$$","1","0.ORD.RICH","NULL"
"0.ORD.ORDACQ","Ordini","NULL","NULL","1","N","2","NULL","ORDACQ","2017-07-03T11:11:07.000","$$$$$SYSTEM$$$$$","2017-07-03T11:11:07.000","$$$$$SYSTEM$$$$$","1","0.ORD","NULL"
"0.ORD.ORDACQ.M","gestione","ORDORDACQM","CRUDOrdineAcqBP","1","Y","3","NULL","M","2017-07-03T11:11:07.000","$$$$$SYSTEM$$$$$","2017-07-03T11:11:07.000","$$$$$SYSTEM$$$$$","1","0.ORD.ORDACQ","NULL"
"0.ORD.ORDACQ.V","visualizzazione","ORDORDACQV","CRUDOrdineAcqBP","1","Y","3","NULL","V","2017-07-03T11:11:07.000","$$$$$SYSTEM$$$$$","2017-07-03T11:11:07.000","$$$$$SYSTEM$$$$$","1","0.ORD.ORDACQ","NULL"
"0.ORD.EVAORD","Evasione Ordini","ORDEVAORDG","CRUDEvasioneOrdineBP","4","Y","2","NULL","EVAORD","2017-10-05T10:18:25.000","$$$$$SYSTEM$$$$$","2017-10-05T10:18:25.000","$$$$$SYSTEM$$$$$","1","0.ORD","NULL"
"0.DOC.OBBLIG.OBBRESPRO.A","amministra","DOCOBBCOREOBBRESPROA","CRUDObbligazioneResAmministraBP","25","Y","4","NULL","M","2017-10-31T13:06:15.000","$$$$$MIGRAZIONE$$$$$","2017-10-31T13:06:15.000","$$$$$MIGRAZIONE$$$$$","1","0.DOC.OBBLIG.OBBRESPRO","NULL"
"0.ORD.ORDACQ.GENORD","Generazione Ordini da Richieste","NULL","NULL","1","N","3","NULL","ORDACQ","2017-11-24T15:39:38.000","$$$$$SYSTEM$$$$$","2017-11-24T15:39:38.000","$$$$$SYSTEM$$$$$","1","0.ORD.ORDACQ","NULL"
"0.ORD.ORDACQ.GENORD.M","Generazione","ORDGENORDRICM","GenerazioneOrdineDaRichiesteBP","1","Y","4","NULL","R","2017-11-24T15:39:41.000","$$$$$SYSTEM$$$$$","2017-11-24T15:39:41.000","$$$$$SYSTEM$$$$$","1","0.ORD.ORDACQ.GENORD","NULL"
"0.CFG.CIG","Codice Identificativo Gara","NULL","NULL","115","N","2","NULL","CIG","2007-05-16T15:43:28.000","FG","2007-05-16T15:43:28.000","FG","1","0.CFG","NULL"
"0.CFG.CIG.M","gestione","CFGCIGM","CRUDCodiciCIGBP","2","Y","3","NULL","M","2007-05-16T15:43:28.000","FG","2007-05-16T15:43:28.000","FG","1","0.CFG.CIG","NULL"
"0.CFG.CIG.V","visualizzazione","CFGCIGV","CRUDCodiciCIGBP","1","Y","3","NULL","V","2007-05-16T15:43:28.000","FG","2007-05-16T15:43:28.000","FG","1","0.CFG.CIG","NULL"
"0.CFG.CONTRATTI.A","amministra","CFGCONTRATTOMASTER","CRUDConfigAnagContrattoMasterBP","25","Y","3","NULL","M","2007-05-16T15:43:28.000","FG","2007-05-16T15:43:28.000","FG","1","0.CFG.CONTRATTI","NULL"
"0.DOC.CON.WORKPCK.CONSWORKACC","Accertamenti GAE","CONSULTWPACCERT","ConsAccertamentiBP","15","Y","4","NULL","CONSWORKACC","2013-09-09T00:00:00.000","CED_RP","2013-09-09T00:00:00.000","CED_RP","1","0.DOC.CON.WORKPCK","NULL"
"0.CFG.CONTRATTI.CONS","Consultazioni","NULL","NULL","40","N","4","NULL","CONS","2013-09-09T18:09:56.000","CED_RP","2013-09-09T18:09:56.000","CED_RP","1","0.CFG.CONTRATTI","NULL"
"0.DOC.INTCAS.CONFCAS.M","gestione","DOCINTCASCORECONFCAS","CRUDExtCassiereCdsBP","1","Y","4","NULL","M","2014-01-02T12:08:49.000","CED_RP","2014-01-02T12:08:49.000","CED_RP","1","0.DOC.INTCAS.CONFCAS","NULL"
"0.AMM.FATTUR.POLI","comunicazione Polivalente","NULL","NULL","8","N","3","NULL","POLI","2014-01-02T12:11:02.000","CED_RP","2014-01-02T12:11:02.000","CED_RP","1","0.AMM.FATTUR","NULL"
"0.AMM.FATTUR.POLI.M","elabora","AMMFATTURPOLIM","ElaboraFilePoliBP","2","Y","4","NULL","M","2014-01-02T12:11:02.000","CED_RP","2014-01-02T12:11:02.000","CED_RP","1","0.AMM.FATTUR.POLI","NULL"
"0.AMM.CONS.COMPENSI.RIEPCOMP","Consultazione Riepilogo Compensi","AMMRIEPCOMPV","ConsRiepilogoCompensiBP","1","Y","3","NULL","RIEPCOMP","2016-09-21T10:49:44.000","$$$$$SYSTEM$$$$$","2016-09-21T10:49:44.000","$$$$$SYSTEM$$$$$","1","0.AMM.CONS.COMPENSI","NULL"
"0.MAG.TABR.MAGAZZINO.ABILBENESERV.V","visualizzazione","MAGTABRMAGABIBENSERV","CRUDAbilMagBeneServBP","1","Y","5","NULL","V","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.MAG.TABR.MAGAZZINO.ABILBENESERV","NULL"
"0.MAG.TABR.NUMERAZ","numerazione","NULL","NULL","1","N","3","NULL","NUMERAZ","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.MAG.TABR","NULL"
"0.MAG.TABR.NUMERAZ.M","gestione","MAGTABRNUMERAZM","CRUDNumerazioneMagBP","1","Y","4","NULL","M","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.MAG.TABR.NUMERAZ","NULL"
"0.MAG.TABR.NUMERAZ.V","visualizzazione","MAGTABRNUMERAZV","CRUDNumerazioneMagBP","1","Y","4","NULL","V","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.MAG.TABR.NUMERAZ","NULL"
"0.ORD.TABR.NUMERAZ","numerazione","NULL","NULL","1","N","3","NULL","NUMERAZ","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.ORD.TABR","NULL"
"0.ORD.TABR.NUMERAZ.M","gestione","ORDTABRNUMERAZM","CRUDNumerazioneOrdBP","1","Y","4","NULL","M","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.ORD.TABR.NUMERAZ","NULL"
"0.ORD.TABR.NUMERAZ.V","visualizzazione","ORDTABRNUMERAZV","CRUDNumerazioneOrdBP","1","Y","4","NULL","V","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.ORD.TABR.NUMERAZ","NULL"
"0.MAG.TABR.TIPOGEST","tipo gestione","NULL","NULL","1","N","3","NULL","TIPOGEST","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.MAG.TABR","NULL"
"0.MAG.TABR.TIPOGEST.M","gestione","MAGTABRTIPOGESTM","CRUDTipoGestioneBeneServBP","1","Y","4","NULL","M","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.MAG.TABR.TIPOGEST","NULL"
"0.MAG.TABR.TIPOGEST.V","visualizzazione","MAGTABRTIPOGESTV","CRUDTipoGestioneBeneServBP","1","Y","4","NULL","V","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","2017-04-27T15:30:04.000","$$$$$SYSTEM$$$$$","1","0.MAG.TABR.TIPOGEST","NULL"
