"cd_catastale","dt_inizio_validita","importo","dt_fine_validita","pg_comune","dacr","utcr","duva","utuv","pg_ver_rec"
"L307","2014-01-29T00:00:00.000","33500.00","2015-11-23T00:00:00.000","6942","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-11-23T14:43:22.000","VSERRA","3"
"F679","2014-01-29T00:00:00.000","15000.00","2015-01-20T00:00:00.000","4187","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T12:52:05.000","VSERRA","3"
"C686","2014-01-29T00:00:00.000","13500.00","2014-11-19T00:00:00.000","1985","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:46:58.000","RPUCCIARELLI","2"
"D455","2014-01-29T00:00:00.000","12500.00","2016-02-03T00:00:00.000","2511","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:44.000","VSERRA","2"
"L535","2014-01-29T00:00:00.000","12000.00","2015-11-23T00:00:00.000","7122","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-11-23T14:43:20.000","VSERRA","3"
"C037","2014-01-29T00:00:00.000","12000.00","2016-02-03T00:00:00.000","1483","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:42.000","VSERRA","2"
"I251","2014-01-29T00:00:00.000","11000.00","2014-11-19T00:00:00.000","6125","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:47:01.000","RPUCCIARELLI","2"
"C800","2014-01-29T00:00:00.000","10000.00","2015-11-23T00:00:00.000","2071","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-11-23T14:43:20.000","VSERRA","3"
"F149","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","7999","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:46:58.000","RPUCCIARELLI","2"
"E063","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","2978","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:47:03.000","RPUCCIARELLI","2"
"G842","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","5074","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:46:58.000","RPUCCIARELLI","2"
"L702","2014-01-29T00:00:00.000","10000.00","2015-11-23T00:00:00.000","7243","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-11-23T14:43:22.000","VSERRA","3"
"G636","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","4907","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:47:04.000","RPUCCIARELLI","2"
"C272","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","1668","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:46:58.000","RPUCCIARELLI","2"
"H735","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","5733","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:46:58.000","RPUCCIARELLI","2"
"G022","2014-01-29T00:00:00.000","10000.00","2015-11-23T00:00:00.000","4446","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-11-23T14:43:22.000","VSERRA","3"
"B594","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","1171","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:42.000","VSERRA","2"
"F501","2014-01-29T00:00:00.000","8000.00","2014-11-19T00:00:00.000","4054","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:46:59.000","RPUCCIARELLI","2"
"I720","2014-01-29T00:00:00.000","8000.00","2014-11-19T00:00:00.000","6493","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:46:59.000","RPUCCIARELLI","2"
"G335","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","8067","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:11:09.000","VSERRA","2"
"D756","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","2740","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:45.000","VSERRA","2"
"B566","2014-01-29T00:00:00.000","10000.00","2015-11-23T00:00:00.000","1149","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-11-23T14:43:24.000","VSERRA","3"
"G693","2014-01-29T00:00:00.000","10500.00","2016-02-03T00:00:00.000","4958","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:50.000","VSERRA","2"
"M072","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","7518","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:57.000","VSERRA","2"
"E928","2014-01-29T00:00:00.000","13000.00","2016-02-03T00:00:00.000","3626","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:47.000","VSERRA","2"
"I869","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","6601","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:55.000","VSERRA","2"
"E291","2014-01-29T00:00:00.000","7500.00","2016-02-03T00:00:00.000","3150","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:46.000","VSERRA","2"
"G204","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","4584","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:11:10.000","VSERRA","2"
"G542","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","4839","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:50.000","VSERRA","2"
"A710","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","546","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:47:01.000","RPUCCIARELLI","2"
"G306","2014-01-29T00:00:00.000","12000.00","2016-02-03T00:00:00.000","4663","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:49.000","VSERRA","2"
"G088","2014-01-29T00:00:00.000","15000.00","2014-11-19T00:00:00.000","4485","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:47:03.000","RPUCCIARELLI","2"
"C569","2014-01-29T00:00:00.000","12000.00","2016-02-03T00:00:00.000","1897","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:43.000","VSERRA","2"
"B592","2014-01-29T00:00:00.000","10000.00","2015-01-20T00:00:00.000","1169","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T12:52:04.000","VSERRA","3"
"D599","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","2621","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:11:08.000","VSERRA","2"
"F138","2014-01-29T00:00:00.000","10000.00","2015-01-20T00:00:00.000","3786","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T12:52:05.000","VSERRA","3"
"C191","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","1602","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-01-28T16:05:00.000","RPUCCIARELLI","1"
"I849","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","6585","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:46:57.000","RPUCCIARELLI","2"
"D788","2014-01-29T00:00:00.000","9000.00","2015-11-23T00:00:00.000","2767","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-11-23T14:43:22.000","VSERRA","3"
"I959","2014-01-29T00:00:00.000","7500.00","2014-11-19T00:00:00.000","6673","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:46:59.000","RPUCCIARELLI","2"
"H897","2014-01-29T00:00:00.000","10000.00","2014-11-19T00:00:00.000","5861","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:46:58.000","RPUCCIARELLI","2"
"B235","2014-01-29T00:00:00.000","7500.00","2015-01-20T00:00:00.000","916","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T12:52:04.000","VSERRA","3"
"L032","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","6725","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:55.000","VSERRA","2"
"B013","2014-01-29T00:00:00.000","13000.00","2014-11-19T00:00:00.000","761","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:47:01.000","RPUCCIARELLI","2"
"B309","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","970","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:41.000","VSERRA","2"
"C920","2014-01-29T00:00:00.000","9000.00","2014-11-19T00:00:00.000","2152","2014-01-28T16:05:00.000","RPUCCIARELLI","2014-11-19T16:47:01.000","RPUCCIARELLI","2"
"B041","2014-01-29T00:00:00.000","15000.00","2016-02-03T00:00:00.000","781","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:41.000","VSERRA","2"
"E875","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","3583","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:46.000","VSERRA","2"
"H096","2014-01-29T00:00:00.000","10000.00","2016-02-03T00:00:00.000","5261","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-01-20T11:10:51.000","VSERRA","2"
"A026","2014-01-29T00:00:00.000","13000.00","2015-11-25T00:00:00.000","18","2014-01-28T16:05:00.000","RPUCCIARELLI","2015-11-25T09:41:56.000","VSERRA","2"
"D605","2015-01-21T00:00:00.000","11999.99","2016-02-03T00:00:00.000","2624","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"D609","2015-01-21T00:00:00.000","7499.99","2016-02-03T00:00:00.000","2627","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"D645","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","2655","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"D875","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","2832","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"D896","2015-01-21T00:00:00.000","5749.99","2016-02-03T00:00:00.000","2849","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"D963","2015-01-21T00:00:00.000","7499.99","2015-11-23T00:00:00.000","2897","2015-01-20T12:52:05.000","VSERRA","2015-11-23T14:43:23.000","VSERRA","2"
"E004","2015-01-21T00:00:00.000","22999.99","2016-02-03T00:00:00.000","2928","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"E014","2015-01-21T00:00:00.000","7500.00","2016-02-03T00:00:00.000","2937","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"E189","2015-01-21T00:00:00.000","10000.00","2015-11-23T00:00:00.000","3074","2015-01-20T12:52:05.000","VSERRA","2015-11-23T14:43:20.000","VSERRA","2"
"E263","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","3133","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"E424","2015-01-21T00:00:00.000","7999.99","2016-02-03T00:00:00.000","3247","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"E459","2015-01-21T00:00:00.000","7999.99","2016-02-03T00:00:00.000","3280","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"E475","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","3295","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"E574","2015-01-21T00:00:00.000","6999.99","2016-02-03T00:00:00.000","3372","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"E606","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","3392","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"E679","2015-01-21T00:00:00.000","11999.99","2015-11-23T00:00:00.000","3444","2015-01-20T12:52:05.000","VSERRA","2015-11-23T14:43:20.000","VSERRA","2"
"E790","2015-01-21T00:00:00.000","7999.99","2016-02-03T00:00:00.000","7659","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"F051","2015-01-21T00:00:00.000","7499.99","2016-02-03T00:00:00.000","3722","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"F055","2015-01-21T00:00:00.000","7499.99","2016-02-03T00:00:00.000","3726","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"F063","2015-01-21T00:00:00.000","10000.00","2016-02-03T00:00:00.000","3730","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"F083","2015-01-21T00:00:00.000","9999.99","2015-11-23T00:00:00.000","3744","2015-01-20T12:52:05.000","VSERRA","2015-11-23T14:43:20.000","VSERRA","2"
"F093","2015-01-21T00:00:00.000","50000.00","2016-02-03T00:00:00.000","3752","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"F119","2015-01-21T00:00:00.000","10999.99","2016-02-03T00:00:00.000","3773","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"F126","2015-01-21T00:00:00.000","7499.99","2016-02-03T00:00:00.000","3779","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"F134","2015-01-21T00:00:00.000","14999.99","2015-11-23T00:00:00.000","3783","2015-01-20T12:52:05.000","VSERRA","2015-11-23T14:43:23.000","VSERRA","2"
"F138","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","3786","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"F254","2015-01-21T00:00:00.000","6499.99","2016-02-03T00:00:00.000","3866","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"F342","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","3931","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"F383","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","7925","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"F393","2015-01-21T00:00:00.000","14999.99","2016-02-03T00:00:00.000","3967","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"F410","2015-01-21T00:00:00.000","9999.99","2015-11-23T00:00:00.000","3982","2015-01-20T12:52:05.000","VSERRA","2015-11-23T14:43:24.000","VSERRA","2"
"F464","2015-01-21T00:00:00.000","7999.99","2015-11-23T00:00:00.000","4024","2015-01-20T12:52:05.000","VSERRA","2015-11-23T14:43:23.000","VSERRA","2"
"F473","2015-01-21T00:00:00.000","12999.99","2015-11-23T00:00:00.000","4029","2015-01-20T12:52:05.000","VSERRA","2015-11-23T14:43:22.000","VSERRA","2"
"F552","2015-01-21T00:00:00.000","7499.99","2015-11-23T00:00:00.000","4097","2015-01-20T12:52:05.000","VSERRA","2015-11-23T14:43:21.000","VSERRA","2"
"F656","2015-01-21T00:00:00.000","8999.99","2016-02-03T00:00:00.000","4169","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"F679","2015-01-21T00:00:00.000","14999.99","2016-02-03T00:00:00.000","4187","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"F715","2015-01-21T00:00:00.000","12499.99","2015-11-23T00:00:00.000","8032","2015-01-20T12:52:05.000","VSERRA","2015-11-23T14:43:24.000","VSERRA","2"
"F831","2015-01-21T00:00:00.000","7999.99","2016-02-03T00:00:00.000","4942","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"G081","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","4479","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"G170","2015-01-21T00:00:00.000","20000.00","2016-02-03T00:00:00.000","4553","2015-01-20T12:52:05.000","VSERRA","2015-01-20T12:52:05.000","VSERRA","1"
"G208","2015-01-21T00:00:00.000","7999.99","2016-02-03T00:00:00.000","4587","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"G229","2015-01-21T00:00:00.000","6999.99","2016-02-03T00:00:00.000","4603","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"G325","2015-01-21T00:00:00.000","7499.99","2016-02-03T00:00:00.000","4675","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"G348","2015-01-21T00:00:00.000","10999.99","2016-02-03T00:00:00.000","4691","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"G404","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","4733","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"G407","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","5993","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"G534","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","4835","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"G556","2015-01-21T00:00:00.000","6999.99","2016-02-03T00:00:00.000","4849","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"G593","2015-01-21T00:00:00.000","11071.34","2016-02-03T00:00:00.000","4873","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"G670","2015-01-21T00:00:00.000","8000.00","2015-11-23T00:00:00.000","4937","2015-01-20T12:52:06.000","VSERRA","2015-11-23T14:43:21.000","VSERRA","2"
"G671","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","4938","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"G722","2015-01-21T00:00:00.000","7499.99","2016-02-03T00:00:00.000","8068","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"G834","2015-01-21T00:00:00.000","7499.99","2016-02-03T00:00:00.000","5068","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"H117","2015-01-21T00:00:00.000","9999.99","2015-11-23T00:00:00.000","5272","2015-01-20T12:52:06.000","VSERRA","2015-11-23T14:43:23.000","VSERRA","2"
"H119","2015-01-21T00:00:00.000","8499.99","2015-11-23T00:00:00.000","5273","2015-01-20T12:52:06.000","VSERRA","2015-11-23T14:43:20.000","VSERRA","2"
"H175","2015-01-21T00:00:00.000","7499.99","2016-02-03T00:00:00.000","5309","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"H204","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","7938","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"H292","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","5392","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"H335","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","5424","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"H537","2015-01-21T00:00:00.000","15000.00","2016-02-03T00:00:00.000","5589","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"H783","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","5769","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"H979","2015-01-21T00:00:00.000","11999.99","2016-02-03T00:00:00.000","5930","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I058","2015-01-21T00:00:00.000","18000.00","2016-02-03T00:00:00.000","8076","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I221","2015-01-21T00:00:00.000","11999.99","2016-02-03T00:00:00.000","6106","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I296","2015-01-21T00:00:00.000","7999.99","2016-02-03T00:00:00.000","6161","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I329","2015-01-21T00:00:00.000","14999.99","2016-02-03T00:00:00.000","6186","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I335","2015-01-21T00:00:00.000","8499.99","2016-02-03T00:00:00.000","6190","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I370","2015-01-21T00:00:00.000","7999.99","2016-02-03T00:00:00.000","6211","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I534","2015-01-21T00:00:00.000","12999.99","2016-02-03T00:00:00.000","6344","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I569","2015-01-21T00:00:00.000","7499.99","2016-02-03T00:00:00.000","6372","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I741","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","6512","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I826","2015-01-21T00:00:00.000","9999.99","2015-11-23T00:00:00.000","6571","2015-01-20T12:52:06.000","VSERRA","2015-11-23T14:43:23.000","VSERRA","2"
"I829","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","6574","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I838","2015-01-21T00:00:00.000","7999.99","2016-02-03T00:00:00.000","6578","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I845","2015-01-21T00:00:00.000","8799.99","2016-02-03T00:00:00.000","6582","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I862","2015-01-21T00:00:00.000","15000.00","2016-02-03T00:00:00.000","6595","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I864","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","6597","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I887","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","6616","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I896","2015-01-21T00:00:00.000","9999.99","2016-02-03T00:00:00.000","6624","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I898","2015-01-21T00:00:00.000","7999.99","2015-11-23T00:00:00.000","6625","2015-01-20T12:52:06.000","VSERRA","2015-11-23T14:43:21.000","VSERRA","2"
"I914","2015-01-21T00:00:00.000","15000.00","2016-02-03T00:00:00.000","6638","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I919","2015-01-21T00:00:00.000","11999.99","2016-02-03T00:00:00.000","6641","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"I950","2015-01-21T00:00:00.000","7499.99","2015-11-23T00:00:00.000","6666","2015-01-20T12:52:06.000","VSERRA","2015-11-23T14:43:21.000","VSERRA","2"
"I970","2015-01-21T00:00:00.000","11071.34","2016-02-03T00:00:00.000","6682","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"L050","2015-01-21T00:00:00.000","14999.99","2015-11-23T00:00:00.000","6741","2015-01-20T12:52:06.000","VSERRA","2015-11-23T14:43:23.000","VSERRA","2"
"L206","2015-01-21T00:00:00.000","8999.99","2016-02-03T00:00:00.000","6864","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"L285","2015-01-21T00:00:00.000","11999.99","2016-02-03T00:00:00.000","6922","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"L298","2015-01-21T00:00:00.000","14999.99","2016-02-03T00:00:00.000","6932","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
"L317","2015-01-21T00:00:00.000","9199.99","2016-02-03T00:00:00.000","6949","2015-01-20T12:52:06.000","VSERRA","2015-01-20T12:52:06.000","VSERRA","1"
